job,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,nr.employed,y,date,id_,age_iterative,euribor3m_iterative,income,kidhome,teenhome,dt_customer,num_web_visits_month,i_d
student,single,high.school,no,yes,no,telephone,434,1,9,1,success,-1.7,94.055,-39.8,4991.6,yes,2018-07-22,21e77bf5-375d-46ac-a096-e9419cb84225,23.0,0.72,115367,0,0,2014-05-06,3,21e77bf5-375d-46ac-a096-e9419cb84225
technician,married,university.degree,no,yes,no,cellular,187,1,3,5,success,-1.7,94.055,-39.8,4991.6,yes,2017-10-28,7e1d79a2-bf1e-4f33-8e7d-90264d0211fb,39.0,0.72,137099,0,2,2014-07-24,30,7e1d79a2-bf1e-4f33-8e7d-90264d0211fb
retired,divorced,basic,no,no,no,cellular,245,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,yes,2017-02-08,49d0ee97-0f6f-4169-b45e-696d9bb50c53,37.74677958623176,0.72,6176,0,2,2014-05-27,9,49d0ee97-0f6f-4169-b45e-696d9bb50c53
self-employed,married,university.degree,no,yes,no,cellular,661,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,yes,2019-10-08,1ef2af3d-b711-492e-b853-ed55a70866bf,30.0,3.44602659545054,31256,0,2,2014-11-21,2,1ef2af3d-b711-492e-b853-ed55a70866bf
student,single,high.school,no,yes,no,cellular,270,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,yes,2018-07-17,0a4920ff-24c6-4942-9c8d-4bd51b9408f3,21.0,0.72,112784,1,0,2014-05-28,32,0a4920ff-24c6-4942-9c8d-4bd51b9408f3
management,married,university.degree,no,no,no,cellular,168,1,999,1,failure,-1.7,94.055,-39.8,4991.6,no,2017-06-19,323781ab-7510-4e54-b57e-5a77c3035138,39.0,0.72,137869,2,0,2014-06-10,10,323781ab-7510-4e54-b57e-5a77c3035138
self-employed,married,university.degree,no,no,no,cellular,212,4,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,yes,2019-05-19,5eb5824e-e789-42e6-8129-d1e7d0b63c3e,30.0,0.72,98280,1,2,2014-03-07,9,5eb5824e-e789-42e6-8129-d1e7d0b63c3e
self-employed,single,university.degree,no,no,yes,cellular,458,1,4,4,success,-1.7,94.055,-39.8,4991.6,yes,2018-05-05,7db8252a-c9e2-4d18-9dd7-eb598b428f6f,36.0,3.553194372677264,48336,1,2,2014-06-06,16,7db8252a-c9e2-4d18-9dd7-eb598b428f6f
technician,married,university.degree,no,yes,no,cellular,713,2,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,yes,2019-09-20,ea54928a-37b5-4f38-afa0-64b3b1c97c8e,39.0,0.72,131537,2,2,2014-03-24,26,ea54928a-37b5-4f38-afa0-64b3b1c97c8e
unemployed,married,basic,no,yes,no,cellular,614,1,6,2,success,-1.7,94.055,-39.8,4991.6,yes,2018-01-12,871a4871-73ba-42a7-9f40-a00e0dd1aa78,59.0,0.72,108432,0,2,2014-04-27,22,871a4871-73ba-42a7-9f40-a00e0dd1aa78
technician,single,university.degree,no,no,no,cellular,516,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2015-09-24,60bc0180-0268-4d86-89db-940d2ee2d507,35.0,0.72,119477,1,2,2014-05-11,18,60bc0180-0268-4d86-89db-940d2ee2d507
admin,single,university.degree,no,yes,no,cellular,293,1,14,1,success,-1.7,94.055,-39.8,4991.6,yes,2019-06-21,3e65da1e-08af-4236-8b76-949b539a47cc,35.0,0.72,104883,2,1,2014-10-17,19,3e65da1e-08af-4236-8b76-949b539a47cc
student,single,high.school,no,no,yes,cellular,563,1,12,2,failure,-1.7,94.055,-39.8,4991.6,yes,2015-06-30,7db565b1-18f1-4a6f-bc33-116e1ea3ab8f,22.0,0.72,167454,0,2,2014-03-27,2,7db565b1-18f1-4a6f-bc33-116e1ea3ab8f
services,single,university.degree,no,no,no,telephone,215,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2015-02-06,1e62f5eb-109c-4f89-a6fc-295c7b176332,28.0,3.4103040030416314,57585,1,2,2014-02-11,11,1e62f5eb-109c-4f89-a6fc-295c7b176332
admin,married,university.degree,no,yes,no,telephone,30,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2016-08-10,dfef406f-cc6d-4a2d-9681-51f4671b66a1,37.0,0.72,22753,2,0,2014-06-04,24,dfef406f-cc6d-4a2d-9681-51f4671b66a1
services,single,high.school,no,no,no,telephone,20,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2017-08-16,0e9c855c-ad22-4dc9-9396-8ef9d2fe5867,44.0,0.72,174985,0,2,2014-09-02,15,0e9c855c-ad22-4dc9-9396-8ef9d2fe5867
services,married,high.school,no,no,no,cellular,472,1,999,1,failure,-1.7,94.055,-39.8,4991.6,no,2017-06-19,10b9abd2-0ed7-4cd7-aec0-7a0a3ce38fe0,39.52402690163146,3.616138060999768,104026,0,1,2014-12-07,22,10b9abd2-0ed7-4cd7-aec0-7a0a3ce38fe0
admin,married,university.degree,no,yes,no,cellular,262,3,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2018-02-09,c632977e-5ba5-4d87-9723-4e5ad5500ddf,27.0,0.72,88020,2,1,2014-07-22,4,c632977e-5ba5-4d87-9723-4e5ad5500ddf
self-employed,single,university.degree,no,yes,no,cellular,167,2,999,1,failure,-1.7,94.055,-39.8,4991.6,yes,2019-04-26,6b6a208f-34d6-441d-93ea-06f0bffb81c0,29.0,0.72,57103,2,2,2014-01-08,8,6b6a208f-34d6-441d-93ea-06f0bffb81c0
student,single,high.school,no,no,no,cellular,485,2,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,yes,2019-08-29,e00050bb-a59a-40d6-bec6-de050e3ac078,25.0,0.72,48241,0,1,2014-07-22,24,e00050bb-a59a-40d6-bec6-de050e3ac078
student,single,university.degree,no,no,yes,cellular,237,2,3,4,success,-1.7,94.055,-39.8,4991.6,no,2015-03-18,afa75585-032b-4891-b939-2081dce34e89,27.0,0.72,50444,2,0,2014-03-06,32,afa75585-032b-4891-b939-2081dce34e89
technician,married,professional.course,no,yes,no,cellular,619,2,3,1,success,-1.7,94.055,-39.8,4991.6,yes,2018-04-14,74500ea1-cc28-44ac-8966-74e676e76e1a,31.0,3.4638878916549936,20002,1,1,2014-03-12,18,74500ea1-cc28-44ac-8966-74e676e76e1a
admin,married,high.school,no,yes,no,cellular,379,2,13,1,success,-1.7,94.055,-39.8,4991.6,yes,2018-02-19,8edc2023-e1e8-4e93-9e49-00b9d7dfcf54,29.0,0.723,108544,2,1,2014-04-19,9,8edc2023-e1e8-4e93-9e49-00b9d7dfcf54
management,married,basic,no,yes,no,cellular,910,1,7,2,success,-1.7,94.055,-39.8,4991.6,yes,2016-08-31,ee3cd247-8f02-47f6-aa27-2f4b39cd2b19,37.74862056960822,0.723,38461,2,0,2014-10-06,2,ee3cd247-8f02-47f6-aa27-2f4b39cd2b19
housemaid,married,basic,no,yes,no,cellular,700,3,999,1,failure,-1.7,94.055,-39.8,4991.6,yes,2019-02-17,1aa7a84c-43ab-4faf-9881-bc480862eb70,60.0,0.723,83409,2,1,2014-06-30,14,1aa7a84c-43ab-4faf-9881-bc480862eb70
admin,married,high.school,no,unknown,no,cellular,238,6,3,3,success,-1.7,94.055,-39.8,4991.6,no,2018-10-11,dc2d08f6-d51d-4dae-8eb3-57440acbae51,29.0,0.723,161227,2,0,2014-08-15,3,dc2d08f6-d51d-4dae-8eb3-57440acbae51
technician,married,professional.course,no,yes,no,cellular,243,5,9,2,success,-1.7,94.055,-39.8,4991.6,yes,2017-05-05,a3b856d9-1e2e-48a7-98a6-a52f513e4585,31.0,3.4638878916549936,15964,2,1,2014-09-17,26,a3b856d9-1e2e-48a7-98a6-a52f513e4585
technician,married,professional.course,no,yes,no,cellular,250,4,3,2,success,-1.7,94.055,-39.8,4991.6,no,2015-07-28,ac951ffc-d5d3-4f8b-8de0-fd5b69572ace,31.0,0.723,154047,2,1,2014-11-02,5,ac951ffc-d5d3-4f8b-8de0-fd5b69572ace
unemployed,married,university.degree,no,yes,no,telephone,126,3,2,2,success,-1.7,94.055,-39.8,4991.6,no,2015-06-30,8bf268b5-04c9-4f10-8330-a580c63836d7,37.0,0.723,97840,1,1,2014-03-19,18,8bf268b5-04c9-4f10-8330-a580c63836d7
management,divorced,university.degree,no,yes,yes,cellular,270,2,12,2,success,-1.7,94.055,-39.8,4991.6,no,2016-07-31,3dc56d8f-36aa-4aca-b180-cbfc60f7431f,35.0,0.723,100381,0,2,2014-04-21,15,3dc56d8f-36aa-4aca-b180-cbfc60f7431f
technician,married,professional.course,no,yes,no,telephone,208,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,yes,2017-01-11,92bc3f60-3c01-4d7b-a81a-d85571ddadef,31.0,3.4638878916549936,107401,1,0,2014-09-27,4,92bc3f60-3c01-4d7b-a81a-d85571ddadef
admin,married,high.school,no,yes,no,cellular,292,1,999,1,failure,-1.7,94.055,-39.8,4991.6,yes,2019-06-18,f28b284e-0392-4ad3-aaf3-2e31166acfcb,29.0,0.727,22696,1,2,2014-05-30,29,f28b284e-0392-4ad3-aaf3-2e31166acfcb
entrepreneur,single,university.degree,no,yes,no,telephone,58,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2018-01-17,4ddee55c-f7aa-4fb4-aa88-43060839ba86,39.0,0.727,64671,1,1,2014-11-30,27,4ddee55c-f7aa-4fb4-aa88-43060839ba86
blue-collar,married,basic,no,yes,no,telephone,15,1,999,2,failure,-1.7,94.055,-39.8,4991.6,no,2016-02-25,e3607069-9063-4888-bece-ded144364ac8,33.0,0.727,99399,2,2,2014-02-23,31,e3607069-9063-4888-bece-ded144364ac8
admin,married,high.school,no,yes,no,cellular,605,3,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,yes,2015-11-01,f482be2c-7233-4d4a-b97f-c430d9cbf6a6,37.75107521411017,0.727,37748,0,0,2014-12-02,4,f482be2c-7233-4d4a-b97f-c430d9cbf6a6
student,single,high.school,no,no,no,cellular,288,6,6,1,success,-1.7,94.055,-39.8,4991.6,yes,2017-03-15,6fc0fa9b-69de-42c6-8e87-499b9d026975,37.75107521411017,0.727,95984,0,2,2014-12-07,21,6fc0fa9b-69de-42c6-8e87-499b9d026975
management,single,university.degree,no,yes,no,cellular,339,3,6,2,success,-1.7,94.055,-39.8,4991.6,yes,2016-01-08,80eef32c-40a3-47b3-8040-d08283e4dfd6,37.75230253636114,0.729,57695,2,0,2014-12-06,6,80eef32c-40a3-47b3-8040-d08283e4dfd6
services,married,high.school,no,no,no,cellular,101,3,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2017-09-29,fd9132b3-2030-4376-8b9f-9e6c63f411b2,36.0,0.729,110646,0,0,2014-05-13,4,fd9132b3-2030-4376-8b9f-9e6c63f411b2
management,single,university.degree,no,yes,no,cellular,383,1,22,1,success,-1.7,94.055,-39.8,4991.6,yes,2017-06-19,cbb4bb82-4a46-4151-999d-5e85beece97e,28.0,0.729,98141,0,0,2014-04-18,20,cbb4bb82-4a46-4151-999d-5e85beece97e
technician,divorced,professional.course,no,yes,yes,telephone,247,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2016-02-21,c8738baa-a3de-428f-8903-5fa7cd114d31,29.0,0.729,43569,2,2,2014-06-26,5,c8738baa-a3de-428f-8903-5fa7cd114d31
blue-collar,married,professional.course,no,yes,yes,cellular,1720,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,yes,2017-02-17,2cda4262-d497-41c7-a3ef-99f5ed120695,43.0,0.729,60254,1,1,2014-10-29,14,2cda4262-d497-41c7-a3ef-99f5ed120695
blue-collar,single,high.school,no,yes,yes,telephone,21,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2017-06-19,95fdcbfb-9fb2-443d-9f92-9eab623c15fb,38.0,0.729,140181,2,0,2014-04-09,30,95fdcbfb-9fb2-443d-9f92-9eab623c15fb
student,single,high.school,no,yes,yes,cellular,344,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2016-02-22,6a69fbb9-7d53-48cc-b61c-440df3619756,24.0,0.729,132458,2,2,2014-05-08,2,6a69fbb9-7d53-48cc-b61c-440df3619756
student,single,high.school,no,yes,no,cellular,530,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2015-11-28,da03b22f-6566-4de6-a996-21f14d4b7cb3,24.0,0.729,106440,2,2,2014-02-08,25,da03b22f-6566-4de6-a996-21f14d4b7cb3
management,single,university.degree,no,yes,no,cellular,169,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,yes,2018-11-12,4678707c-e34f-46b0-a9fd-4d9fda79a2a2,28.0,0.729,157261,0,2,2014-02-07,29,4678707c-e34f-46b0-a9fd-4d9fda79a2a2
retired,divorced,unknown,no,no,no,cellular,282,4,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,yes,2018-08-18,b1dae3c2-a0ae-41a5-85e2-b0e15565e48f,37.75230253636114,0.729,16205,0,2,2014-02-07,30,b1dae3c2-a0ae-41a5-85e2-b0e15565e48f
student,single,high.school,no,no,yes,cellular,176,2,12,2,failure,-1.7,94.055,-39.8,4991.6,yes,2016-01-29,1f26f671-2ace-4c25-b1a2-aad515a9bb11,24.0,0.729,15588,1,1,2014-10-22,3,1f26f671-2ace-4c25-b1a2-aad515a9bb11
retired,divorced,unknown,no,no,no,cellular,544,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,yes,2019-04-26,ee70f06f-b9a7-4cd9-982a-c38eba74e223,37.75230253636114,0.729,141593,1,0,2014-08-11,4,ee70f06f-b9a7-4cd9-982a-c38eba74e223
unknown,married,unknown,no,yes,no,cellular,301,2,4,2,success,-1.7,94.055,-39.8,4991.6,yes,2019-01-28,6abcaf2e-eac4-4ad6-b828-6bd53fc75cff,65.0,0.729,107190,0,2,2014-03-09,12,6abcaf2e-eac4-4ad6-b828-6bd53fc75cff
admin,single,university.degree,no,no,yes,cellular,91,2,6,1,success,-1.7,94.055,-39.8,4991.6,no,2019-08-07,2278fd65-7830-4d8f-80e5-0c536f65bf47,37.7541435197376,0.732,156476,2,2,2014-01-01,2,2278fd65-7830-4d8f-80e5-0c536f65bf47
admin,married,university.degree,no,no,no,telephone,80,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2017-06-19,7868bca3-1d5a-4ce1-9d1c-11c9a2f3716c,33.0,3.499610484063902,60728,0,0,2014-10-13,4,7868bca3-1d5a-4ce1-9d1c-11c9a2f3716c
blue-collar,married,basic,no,no,yes,cellular,252,1,3,1,success,-1.7,94.055,-39.8,4991.6,yes,2015-09-11,4541b5e2-7aeb-4e08-9465-a938e6815277,37.7541435197376,0.732,17059,1,1,2014-06-29,30,4541b5e2-7aeb-4e08-9465-a938e6815277
retired,divorced,high.school,no,yes,no,cellular,201,4,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2015-03-09,622c3eef-bfc3-421d-8958-019d8aa9e8e5,62.0,0.732,141967,1,0,2014-12-06,14,622c3eef-bfc3-421d-8958-019d8aa9e8e5
entrepreneur,married,university.degree,no,yes,no,telephone,23,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2016-01-03,59362072-6c6d-4a5b-8a95-f0cfc85c00c7,41.0,0.732,176968,1,0,2014-08-07,24,59362072-6c6d-4a5b-8a95-f0cfc85c00c7
admin,married,high.school,no,yes,no,cellular,215,1,12,1,success,-1.7,94.055,-39.8,4991.6,yes,2015-06-09,49868b9d-d164-461c-ab17-e87d5c02fa6c,30.0,0.732,104514,1,1,2014-08-24,20,49868b9d-d164-461c-ab17-e87d5c02fa6c
admin,single,university.degree,no,yes,no,telephone,100,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2015-11-02,5915cd3e-088c-43db-add2-0962d007290b,37.75475718086309,0.733,155512,1,1,2014-08-26,29,5915cd3e-088c-43db-add2-0962d007290b
technician,single,professional.course,no,no,no,cellular,130,2,3,3,success,-1.7,94.055,-39.8,4991.6,no,2015-03-24,00827a6b-29e2-4a5b-a940-a825d6eaabcc,27.0,0.737,33400,0,0,2014-07-14,1,00827a6b-29e2-4a5b-a940-a825d6eaabcc
technician,single,professional.course,no,no,no,cellular,136,2,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2017-09-14,6c473cb3-cf17-4cea-a46a-f102d2e06a5b,27.0,0.737,96354,2,0,2014-05-19,21,6c473cb3-cf17-4cea-a46a-f102d2e06a5b
student,single,basic,no,yes,no,cellular,154,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2016-02-28,33e8fbc2-e49b-4ee7-b625-b2db8f234ce9,18.0,0.737,112897,1,2,2014-12-10,28,33e8fbc2-e49b-4ee7-b625-b2db8f234ce9
student,single,high.school,no,no,no,cellular,292,1,999,1,failure,-1.7,94.055,-39.8,4991.6,no,2019-07-10,ca81e947-7e30-43ad-a1f2-1ddb78b19d37,24.0,0.737,125343,2,1,2014-06-26,3,ca81e947-7e30-43ad-a1f2-1ddb78b19d37
management,married,university.degree,no,no,no,cellular,867,1,3,2,success,-1.7,94.055,-39.8,4991.6,yes,2017-01-22,3aa7a107-8376-430e-bbb9-dc95465e1ba7,36.0,0.737,108059,0,2,2014-06-02,22,3aa7a107-8376-430e-bbb9-dc95465e1ba7
management,married,university.degree,no,no,no,cellular,522,1,6,2,success,-1.7,94.055,-39.8,4991.6,yes,2017-01-10,081d476a-97bd-4da1-a6de-a709b839f229,36.0,0.737,135762,2,1,2014-10-11,10,081d476a-97bd-4da1-a6de-a709b839f229
admin,single,university.degree,no,no,no,cellular,856,1,12,2,success,-1.7,94.055,-39.8,4991.6,yes,2016-07-07,09d72d38-3fd6-46e9-8625-e5ef9c202470,32.0,0.737,55967,2,0,2014-10-01,11,09d72d38-3fd6-46e9-8625-e5ef9c202470
admin,divorced,university.degree,no,no,yes,cellular,79,1,3,2,success,-1.7,94.055,-39.8,4991.6,no,2016-08-05,36101cfb-4611-404b-be54-6cf7c1a497dd,45.0,0.739,170894,2,0,2014-11-06,3,36101cfb-4611-404b-be54-6cf7c1a497dd
admin,single,high.school,no,yes,no,telephone,193,1,999,1,failure,-1.7,94.055,-39.8,4991.6,no,2018-10-18,43b5015c-3338-460c-bcc9-82ddda4d75cb,27.0,0.739,119094,1,2,2014-12-31,13,43b5015c-3338-460c-bcc9-82ddda4d75cb
admin,single,university.degree,no,yes,no,cellular,883,1,999,1,failure,-1.7,94.055,-39.8,4991.6,no,2019-10-24,9eaacf9f-f3fd-449a-86c8-d6b4f54e83d4,36.0,0.739,177055,1,0,2014-09-06,4,9eaacf9f-f3fd-449a-86c8-d6b4f54e83d4
admin,single,university.degree,no,no,no,cellular,706,1,7,1,success,-1.7,94.055,-39.8,4991.6,yes,2018-06-27,bab9d31a-c4f4-435b-86a6-f24ff7bc5177,37.75843914761601,0.739,129606,1,2,2014-01-29,18,bab9d31a-c4f4-435b-86a6-f24ff7bc5177
blue-collar,single,high.school,no,yes,yes,cellular,342,2,3,1,success,-1.7,94.055,-39.8,4991.6,yes,2016-01-10,3b27f52d-30b9-452f-aa20-8a1bfdacffac,37.75843914761601,0.739,105229,1,1,2014-01-24,25,3b27f52d-30b9-452f-aa20-8a1bfdacffac
technician,divorced,professional.course,no,no,no,cellular,66,1,13,2,failure,-1.7,94.055,-39.8,4991.6,no,2018-06-17,80882821-e61a-4444-adcb-475bbbe663c3,35.0,0.739,145131,1,1,2014-06-27,2,80882821-e61a-4444-adcb-475bbbe663c3
admin,single,university.degree,no,yes,yes,cellular,1407,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,yes,2017-03-29,c0ebe150-ad2d-4ae9-9a5a-8f9da8ab6a8e,36.0,0.739,66335,0,0,2014-02-16,24,c0ebe150-ad2d-4ae9-9a5a-8f9da8ab6a8e
blue-collar,single,high.school,no,no,no,cellular,339,1,6,1,success,-1.7,94.055,-39.8,4991.6,yes,2019-02-28,d1221028-829b-4cf3-a5b5-bb5162d0f86f,36.0,0.739,67326,2,1,2014-12-21,27,d1221028-829b-4cf3-a5b5-bb5162d0f86f
technician,divorced,professional.course,no,yes,yes,cellular,181,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2015-02-15,67ca9675-f8dd-43bb-bd06-fef56e420b9e,35.0,0.739,115649,0,0,2014-08-06,9,67ca9675-f8dd-43bb-bd06-fef56e420b9e
admin,married,high.school,no,no,no,cellular,671,3,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,yes,2018-03-18,f05e1516-1542-4912-9894-ff598d85e83f,37.0,0.739,180359,2,0,2014-11-26,11,f05e1516-1542-4912-9894-ff598d85e83f
blue-collar,married,basic,no,yes,no,cellular,133,3,3,2,success,-1.7,94.055,-39.8,4991.6,no,2016-03-21,c593c9db-a441-4c12-ae07-7412f4a56641,37.75843914761601,0.739,135423,2,0,2014-03-19,14,c593c9db-a441-4c12-ae07-7412f4a56641
student,single,high.school,no,no,no,cellular,112,2,14,2,success,-1.7,94.055,-39.8,4991.6,no,2016-01-16,e8733708-d08d-4238-a19f-7b4d7889ee6d,24.0,0.739,112619,1,0,2014-06-26,25,e8733708-d08d-4238-a19f-7b4d7889ee6d
management,single,university.degree,no,yes,no,cellular,442,2,999,3,failure,-1.7,94.055,-39.8,4991.6,no,2016-06-20,7b111ba9-a4cc-474b-9623-eb3fa7744a6d,33.0,0.739,34860,0,0,2014-07-26,28,7b111ba9-a4cc-474b-9623-eb3fa7744a6d
student,single,high.school,no,yes,no,telephone,355,1,999,2,failure,-1.7,94.055,-39.8,4991.6,no,2015-08-16,a8a31606-575d-474c-bf68-8532e157e64b,22.0,0.739,23803,1,2,2014-11-01,31,a8a31606-575d-474c-bf68-8532e157e64b
technician,married,professional.course,no,no,no,cellular,1207,4,999,1,failure,-1.7,94.055,-39.8,4991.6,yes,2017-06-19,ed567b69-3a91-4270-a60c-1d3eb22f63fb,37.76028013099247,0.742,119030,1,1,2014-05-18,23,ed567b69-3a91-4270-a60c-1d3eb22f63fb
retired,divorced,basic,no,no,no,telephone,369,1,999,1,failure,-1.7,94.055,-39.8,4991.6,no,2017-06-19,d5413d75-49fe-4aca-89b0-85fd8e4e1cf1,37.76028013099247,0.742,13583,1,1,2014-05-06,29,d5413d75-49fe-4aca-89b0-85fd8e4e1cf1
admin,single,university.degree,no,yes,no,telephone,316,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2016-05-20,b1e08a63-c2ee-4bea-8c43-f8edb45687a2,30.0,0.742,41225,2,2,2014-05-23,25,b1e08a63-c2ee-4bea-8c43-f8edb45687a2
self-employed,divorced,professional.course,no,yes,no,cellular,310,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,yes,2019-05-02,ed881956-68d3-4859-a0c0-957d081a1a9f,44.0,0.742,44944,1,1,2014-12-18,16,ed881956-68d3-4859-a0c0-957d081a1a9f
management,married,university.degree,no,no,no,cellular,185,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2016-05-28,b8cf5746-de7e-4a1a-92e8-4859c25f22ba,43.0,0.742,8570,1,0,2014-02-03,30,b8cf5746-de7e-4a1a-92e8-4859c25f22ba
self-employed,divorced,professional.course,no,yes,yes,cellular,134,1,999,1,failure,-1.7,94.055,-39.8,4991.6,no,2016-04-21,adc8ad59-71e3-452a-9317-9ff9ddb8f27b,44.0,0.742,31040,0,0,2014-12-20,9,adc8ad59-71e3-452a-9317-9ff9ddb8f27b
unemployed,single,high.school,no,yes,no,cellular,167,3,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2017-10-14,ca8331b9-53d3-4d34-ad0c-d5ab407e1507,31.0,0.742,138026,1,0,2014-09-24,22,ca8331b9-53d3-4d34-ad0c-d5ab407e1507
unemployed,single,university.degree,no,yes,no,cellular,122,2,6,1,success,-1.7,94.055,-39.8,4991.6,no,2017-05-21,79de2e5e-7afb-4913-83c2-ec94d1ca8482,37.0,0.742,88239,2,1,2014-12-28,29,79de2e5e-7afb-4913-83c2-ec94d1ca8482
admin,single,university.degree,no,no,no,cellular,124,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2018-05-28,d62a1e56-4185-4630-a8af-f76b4020d18c,30.0,0.742,89184,2,0,2014-09-22,25,d62a1e56-4185-4630-a8af-f76b4020d18c
technician,single,university.degree,no,yes,yes,cellular,288,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2017-01-14,38462f6c-5dc0-4425-8583-27311f1da239,37.76028013099247,0.742,72330,0,2,2014-05-27,31,38462f6c-5dc0-4425-8583-27311f1da239
retired,married,basic,no,yes,no,cellular,220,2,999,1,failure,-1.7,94.055,-39.8,4991.6,no,2019-08-04,ce728bb6-3015-4932-a07c-32b713a2e2d1,68.0,0.742,50130,1,2,2014-07-09,3,ce728bb6-3015-4932-a07c-32b713a2e2d1
services,single,basic,no,no,no,telephone,180,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2018-03-01,8350f0b0-7a99-4d22-9d6a-912039e8c4f1,25.0,0.742,152774,2,2,2014-11-25,6,8350f0b0-7a99-4d22-9d6a-912039e8c4f1
management,single,high.school,no,no,no,telephone,15,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2016-05-29,7b5f668a-1580-41d8-871d-c543fc455a60,33.0,0.742,64663,2,0,2014-03-16,8,7b5f668a-1580-41d8-871d-c543fc455a60
admin,married,high.school,no,no,no,telephone,11,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2017-06-19,cc1867b6-c205-46ef-bdad-eb6061784845,33.0,0.742,152769,2,0,2014-09-19,6,cc1867b6-c205-46ef-bdad-eb6061784845
unemployed,single,high.school,no,yes,no,telephone,22,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2017-06-19,3a4e8eff-4ca7-4b7c-8fb8-ad3d9d5d4c32,26.0,0.742,127821,0,2,2014-05-15,14,3a4e8eff-4ca7-4b7c-8fb8-ad3d9d5d4c32
admin,married,university.degree,no,yes,no,telephone,52,1,999,1,failure,-1.7,94.055,-39.8,4991.6,no,2019-08-10,68ac572d-7d05-4f03-b28c-03baeda21bc7,39.0,3.6067782612906254,89335,0,1,2014-07-14,29,68ac572d-7d05-4f03-b28c-03baeda21bc7
technician,divorced,professional.course,no,yes,no,telephone,9,1,999,0,nonexistent,-1.7,94.055,-39.8,4991.6,no,2015-04-16,da3ea875-222e-4390-b2cc-2835a9582a66,47.0,0.742,94868,1,0,2014-09-23,4,da3ea875-222e-4390-b2cc-2835a9582a66
retired,divorced,professional.course,no,no,no,cellular,213,6,12,2,failure,-1.7,94.055,-39.8,4991.6,yes,2018-07-26,c21ca561-0aa0-4778-b521-54591de6e2a0,69.0,4.142617147424248,123415,1,2,2014-12-14,6,c21ca561-0aa0-4778-b521-54591de6e2a0
technician,single,university.degree,no,yes,no,cellular,300,1,999,2,failure,-1.7,94.055,-39.8,4991.6,yes,2015-08-15,37096461-099f-468a-9c14-ea13ef4309de,37.0,3.5710556688817183,25804,2,1,2014-03-04,32,37096461-099f-468a-9c14-ea13ef4309de
student,single,basic,no,no,no,cellular,276,1,14,1,success,-1.7,94.055,-39.8,4991.6,yes,2018-10-06,b8654a67-114d-485b-89d7-9bb256dedbf5,23.0,0.748,41697,2,0,2014-06-12,26,b8654a67-114d-485b-89d7-9bb256dedbf5
technician,married,university.degree,no,no,yes,cellular,131,1,999,1,failure,-1.7,94.055,-39.8,4991.6,no,2018-09-28,11ede930-b96c-4ae9-a8aa-a91d2da7dd22,30.0,3.44602659545054,65726,0,0,2014-04-01,19,11ede930-b96c-4ae9-a8aa-a91d2da7dd22
